#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCT2	HSPE1	1848044	1843372	9606.ENSP00000299300	9606.ENSP00000233893	0	0	0	0	0.916	0.451	0	0	0.951
CCT3	HSPE1	1847605	1843372	9606.ENSP00000295688	9606.ENSP00000233893	0	0	0	0	0.916	0.451	0	0	0.951
RNF2	SUZ12	1854609	1849881	9606.ENSP00000356480	9606.ENSP00000316578	0	0	0	0	0	0.533	0.900	0	0.951
PIKFYVE	HSPE1	1845534	1843372	9606.ENSP00000264380	9606.ENSP00000233893	0	0	0	0	0.916	0.451	0	0	0.951
MKKS	HSPE1	1843796	1843372	9606.ENSP00000246062	9606.ENSP00000233893	0	0	0	0	0.916	0.451	0	0	0.951
CCT7	HSPE1	1844568	1843372	9606.ENSP00000258091	9606.ENSP00000233893	0	0	0	0	0.916	0.451	0	0	0.951
CCT5	MKKS	1846664	1843796	9606.ENSP00000280326	9606.ENSP00000246062	0	0	0	0	0.744	0.812	0	0	0.950
ACVR1B	SMAD7	1862229	1845078	9606.ENSP00000442656	9606.ENSP00000262158	0	0	0	0	0	0.949	0	0	0.949
GNB1	GNAS	1856899	1855402	9606.ENSP00000367869	9606.ENSP00000360141	0	0	0	0	0	0.512	0.900	0	0.949
UBC	FOS	1852861	1848822	9606.ENSP00000344818	9606.ENSP00000306245	0	0	0	0	0	0.947	0	0	0.947
HDAC2	EP300	1861837	1845316	9606.ENSP00000430432	9606.ENSP00000263253	0	0	0	0	0	0.487	0.900	0	0.946
VDR	TP53	1862386	1846083	9606.ENSP00000447173	9606.ENSP00000269305	0	0	0	0	0	0.491	0.900	0	0.946
GNAT3	GNB1	1858594	1856899	9606.ENSP00000381339	9606.ENSP00000367869	0	0	0	0	0.181	0.384	0.900	0	0.945
EIF2C1	EIF2C3	1855852	1855848	9606.ENSP00000362300	9606.ENSP00000362287	0	0	0	0.987	0	0.481	0.900	0	0.945
UBC	EZH2	1852861	1850211	9606.ENSP00000344818	9606.ENSP00000320147	0	0	0	0	0	0.945	0	0	0.945
CCND2	CDKN1B	1844875	1843169	9606.ENSP00000261254	9606.ENSP00000228872	0	0	0	0	0	0.739	0.800	0	0.945
UBA52	SMURF1	1859324	1854172	9606.ENSP00000388107	9606.ENSP00000354621	0	0	0	0	0	0.467	0.900	0	0.944
ETS1	UBC	1858032	1852861	9606.ENSP00000376436	9606.ENSP00000344818	0	0	0	0	0	0.945	0	0	0.944
MYC	CDK4	1856789	1844551	9606.ENSP00000367207	9606.ENSP00000257904	0	0	0	0	0	0.464	0.900	0	0.944
GNA13	GNB1	1860237	1856899	9606.ENSP00000400717	9606.ENSP00000367869	0	0	0	0	0.180	0.363	0.900	0	0.943
SIN3A	UBC	1854005	1852861	9606.ENSP00000353622	9606.ENSP00000344818	0	0	0	0	0	0.943	0	0	0.943
UBC	JUNB	1852861	1848518	9606.ENSP00000344818	9606.ENSP00000303315	0	0	0	0	0	0.943	0	0	0.943
ADCY5	PRKACB	1861410	1855328	9606.ENSP00000419361	9606.ENSP00000359719	0	0	0	0	0.248	0.296	0.900	0	0.942
RPS27A	SMAD2	1846244	1845079	9606.ENSP00000272317	9606.ENSP00000262160	0	0	0	0	0	0.448	0.900	0	0.942
ADCY5	PRKACG	1861410	1856652	9606.ENSP00000419361	9606.ENSP00000366488	0	0	0	0	0.248	0.296	0.900	0	0.942
HDAC2	RUNX1	1861837	1848173	9606.ENSP00000430432	9606.ENSP00000300305	0	0	0	0	0	0.723	0.800	0	0.942
HDAC2	MDM2	1861837	1861282	9606.ENSP00000430432	9606.ENSP00000417281	0	0	0	0	0	0.422	0.900	0	0.939
ERBB2IP	SMAD2	1857307	1845079	9606.ENSP00000370330	9606.ENSP00000262160	0	0	0	0	0	0.938	0	0	0.938
ERBB2IP	SMAD3	1857307	1851536	9606.ENSP00000370330	9606.ENSP00000332973	0	0	0	0	0	0.938	0	0	0.938
CDK2	MAPK1	1845906	1842512	9606.ENSP00000266970	9606.ENSP00000215832	0	0	0.377	0.876	0	0.364	0.900	0	0.936
CDKN2A	EZH2	1859838	1850211	9606.ENSP00000394932	9606.ENSP00000320147	0	0	0	0	0	0.375	0.900	0	0.934
TFDP1	UBC	1856285	1852861	9606.ENSP00000364519	9606.ENSP00000344818	0	0	0	0	0	0.933	0	0	0.933
ACVR1C	ACVR2A	1843668	1843596	9606.ENSP00000243349	9606.ENSP00000241416	0	0	0	0.808	0.093	0.327	0.900	0	0.933
UBA52	ITCH	1859324	1856193	9606.ENSP00000388107	9606.ENSP00000363998	0	0	0	0	0	0.362	0.900	0	0.933
RBBP7	SIN3B	1857150	1857097	9606.ENSP00000369424	9606.ENSP00000369131	0	0	0	0	0	0.363	0.900	0	0.933
RPS27A	CDK2	1846244	1845906	9606.ENSP00000272317	9606.ENSP00000266970	0	0	0	0	0	0.357	0.900	0	0.933
UBA52	WWP1	1859324	1845749	9606.ENSP00000388107	9606.ENSP00000265428	0	0	0	0	0	0.362	0.900	0	0.933
TFDP1	CDK6	1856285	1845799	9606.ENSP00000364519	9606.ENSP00000265734	0	0	0	0	0.071	0.336	0.900	0	0.933
ACVR2B	ACVR1C	1852317	1843668	9606.ENSP00000340361	9606.ENSP00000243349	0	0	0	0.818	0.093	0.327	0.900	0	0.933
UBA52	NEDD4L	1859324	1858810	9606.ENSP00000388107	9606.ENSP00000383199	0	0	0	0	0	0.362	0.900	0	0.933
SIN3B	RBBP4	1857097	1855919	9606.ENSP00000369131	9606.ENSP00000362592	0	0	0	0	0	0.363	0.900	0	0.933
E2F1	EZH2	1852951	1850211	9606.ENSP00000345571	9606.ENSP00000320147	0	0	0	0	0	0.341	0.900	0	0.931
BMI1	SUZ12	1856537	1849881	9606.ENSP00000365851	9606.ENSP00000316578	0	0	0	0	0	0.341	0.900	0	0.931
CDKN2A	SUZ12	1859838	1849881	9606.ENSP00000394932	9606.ENSP00000316578	0	0	0	0	0	0.341	0.900	0	0.931
RNF2	EZH2	1854609	1850211	9606.ENSP00000356480	9606.ENSP00000320147	0	0	0	0	0	0.341	0.900	0	0.931
RBBP4	RNF2	1855919	1854609	9606.ENSP00000362592	9606.ENSP00000356480	0	0	0	0	0	0.321	0.900	0	0.929
JUN	KAT2B	1855436	1845408	9606.ENSP00000360266	9606.ENSP00000263754	0	0	0	0	0	0.320	0.900	0	0.929
SMURF1	RPS27A	1854172	1846244	9606.ENSP00000354621	9606.ENSP00000272317	0	0	0	0	0	0.321	0.900	0	0.929
DHCR24	UBC	1855451	1852861	9606.ENSP00000360316	9606.ENSP00000344818	0	0	0	0	0	0.929	0	0	0.929
TNRC6B	BMI1	1860314	1856537	9606.ENSP00000401946	9606.ENSP00000365851	0	0	0	0	0	0.321	0.900	0	0.929
BMI1	EIF2C1	1856537	1855852	9606.ENSP00000365851	9606.ENSP00000362300	0	0	0	0	0	0.321	0.900	0	0.929
HDAC2	RNF2	1861837	1854609	9606.ENSP00000430432	9606.ENSP00000356480	0	0	0	0	0	0.321	0.900	0	0.929
GNAT3	UBC	1858594	1852861	9606.ENSP00000381339	9606.ENSP00000344818	0	0	0	0	0	0.928	0	0	0.928
HDAC1	CDK2	1855935	1845906	9606.ENSP00000362649	9606.ENSP00000266970	0	0	0	0	0	0.305	0.900	0	0.927
GNAI3	MAPK14	1855121	1843222	9606.ENSP00000358867	9606.ENSP00000229794	0	0	0	0	0.106	0.251	0.900	0	0.927
CDC25A	CDK4	1848560	1844551	9606.ENSP00000303706	9606.ENSP00000257904	0	0	0	0	0	0.301	0.900	0	0.927
GNAI3	MAPK1	1855121	1842512	9606.ENSP00000358867	9606.ENSP00000215832	0	0	0	0	0.106	0.251	0.900	0	0.927
RBBP4	NPM1	1855919	1847808	9606.ENSP00000362592	9606.ENSP00000296930	0	0	0	0	0	0.303	0.900	0	0.927
HDAC2	CTNNB1	1861837	1852818	9606.ENSP00000430432	9606.ENSP00000344456	0	0	0	0	0.110	0.249	0.900	0	0.927
NCOR2	SIN3B	1858893	1857097	9606.ENSP00000384018	9606.ENSP00000369131	0	0	0	0	0	0.301	0.900	0	0.927
HDAC2	SMAD2	1861837	1845079	9606.ENSP00000430432	9606.ENSP00000262160	0	0	0	0	0	0.304	0.900	0	0.927
CDC25A	CDK6	1848560	1845799	9606.ENSP00000303706	9606.ENSP00000265734	0	0	0	0	0	0.301	0.900	0	0.927
HDAC2	SAP18	1861837	1857541	9606.ENSP00000430432	9606.ENSP00000371973	0	0	0	0	0	0.299	0.900	0	0.926
GNB1	MAPK14	1856899	1843222	9606.ENSP00000367869	9606.ENSP00000229794	0	0	0	0	0	0.293	0.900	0	0.926
ADCY5	GNAI3	1861410	1855121	9606.ENSP00000419361	9606.ENSP00000358867	0	0	0	0	0	0.291	0.900	0	0.926
GNB1	MAPK11	1856899	1851615	9606.ENSP00000367869	9606.ENSP00000333685	0	0	0	0	0	0.293	0.900	0	0.926
FOS	MAPK14	1848822	1843222	9606.ENSP00000306245	9606.ENSP00000229794	0	0	0	0	0	0.299	0.900	0	0.926
HDAC1	RUNX2	1855935	1855482	9606.ENSP00000362649	9606.ENSP00000360493	0	0	0	0	0	0.926	0	0	0.926
JUNB	MAPK14	1848518	1843222	9606.ENSP00000303315	9606.ENSP00000229794	0	0	0	0	0	0.649	0.800	0	0.926
ADCY5	GNAT3	1861410	1858594	9606.ENSP00000419361	9606.ENSP00000381339	0	0	0	0	0	0.291	0.900	0	0.926
SMAD3	PIN1	1851536	1843886	9606.ENSP00000332973	9606.ENSP00000247970	0	0	0	0	0	0.925	0	0	0.925
SAP18	UBC	1857541	1852861	9606.ENSP00000371973	9606.ENSP00000344818	0	0	0	0	0	0.924	0	0	0.925
SMAD3	ZEB2	1851536	1848412	9606.ENSP00000332973	9606.ENSP00000302501	0	0	0	0	0	0.926	0	0	0.925
E2F5	CDK2	1860048	1845906	9606.ENSP00000398124	9606.ENSP00000266970	0	0	0	0	0.089	0.244	0.900	0	0.925
E2F4	CDK2	1857021	1845906	9606.ENSP00000368686	9606.ENSP00000266970	0	0	0	0	0.089	0.244	0.900	0	0.925
PRKACG	MAPK1	1856652	1842512	9606.ENSP00000366488	9606.ENSP00000215832	0	0	0	0.668	0	0.275	0.900	0	0.924
PRKACB	MAPK1	1855328	1842512	9606.ENSP00000359719	9606.ENSP00000215832	0	0	0	0.654	0	0.275	0.900	0	0.924
CCT4	BBS10	1858199	1858086	9606.ENSP00000377958	9606.ENSP00000376946	0	0	0	0	0.770	0.685	0	0	0.924
HDAC1	SMURF1	1855935	1854172	9606.ENSP00000362649	9606.ENSP00000354621	0	0	0	0	0	0.276	0.900	0	0.924
ABL1	JUN	1855665	1855436	9606.ENSP00000361423	9606.ENSP00000360266	0	0	0	0	0	0.924	0	0	0.924
UBA52	SMAD2	1859324	1845079	9606.ENSP00000388107	9606.ENSP00000262160	0	0	0	0	0	0.265	0.900	0	0.923
GNB1	PRKACG	1856899	1856652	9606.ENSP00000367869	9606.ENSP00000366488	0	0	0	0	0.269	0	0.900	0	0.923
GNB1	PRKACB	1856899	1855328	9606.ENSP00000367869	9606.ENSP00000359719	0	0	0	0	0.269	0	0.900	0	0.923
SMAD4	RPS27A	1852473	1846244	9606.ENSP00000341551	9606.ENSP00000272317	0	0	0	0	0	0.258	0.900	0	0.922
HDAC2	E2F4	1861837	1857021	9606.ENSP00000430432	9606.ENSP00000368686	0	0	0	0	0.072	0.232	0.900	0	0.922
SMAD3	RPS27A	1851536	1846244	9606.ENSP00000332973	9606.ENSP00000272317	0	0	0	0	0	0.252	0.900	0	0.922
SMAD3	ACVR1C	1851536	1843668	9606.ENSP00000332973	9606.ENSP00000243349	0	0	0	0	0	0.248	0.900	0	0.921
MYC	HDAC1	1856789	1855935	9606.ENSP00000367207	9606.ENSP00000362649	0	0	0	0	0	0.921	0	0	0.921
E2F5	CDK4	1860048	1844551	9606.ENSP00000398124	9606.ENSP00000257904	0	0	0	0	0	0.244	0.900	0	0.921
HDAC2	SMAD4	1861837	1852473	9606.ENSP00000430432	9606.ENSP00000341551	0	0	0	0	0	0.249	0.900	0	0.921
E2F1	CDK4	1852951	1844551	9606.ENSP00000345571	9606.ENSP00000257904	0	0	0	0	0	0.244	0.900	0	0.921
SMAD2	ACVR1C	1845079	1843668	9606.ENSP00000262160	9606.ENSP00000243349	0	0	0	0	0	0.248	0.900	0	0.921
E2F4	CDK4	1857021	1844551	9606.ENSP00000368686	9606.ENSP00000257904	0	0	0	0	0	0.244	0.900	0	0.921
E2F1	CDK6	1852951	1845799	9606.ENSP00000345571	9606.ENSP00000265734	0	0	0	0	0	0.244	0.900	0	0.921
NEDD4L	WWP1	1858810	1845749	9606.ENSP00000383199	9606.ENSP00000265428	0	0	0	0.853	0	0.236	0.900	0	0.920
HDAC2	CBX6	1861837	1858948	9606.ENSP00000430432	9606.ENSP00000384490	0	0	0	0	0	0.241	0.900	0	0.920
BBS10	CCT5	1858086	1846664	9606.ENSP00000376946	9606.ENSP00000280326	0	0	0	0.617	0.744	0.695	0	0	0.918
FOXO1	CDK2	1857055	1845906	9606.ENSP00000368880	9606.ENSP00000266970	0	0	0	0	0	0.206	0.900	0	0.917
CDKN2AIP	CDKN2A	1861696	1859838	9606.ENSP00000427108	9606.ENSP00000394932	0	0	0	0	0	0.917	0	0	0.917
ETS1	CREBBP	1858032	1845124	9606.ENSP00000376436	9606.ENSP00000262367	0	0	0	0	0	0.917	0	0	0.917
SMAD2	GSC	1845079	1843487	9606.ENSP00000262160	9606.ENSP00000238558	0	0	0	0	0	0.200	0.900	0	0.916
TGFBR1	RPS27A	1856216	1846244	9606.ENSP00000364133	9606.ENSP00000272317	0	0	0	0	0	0.200	0.900	0	0.916
SMAD4	GSC	1852473	1843487	9606.ENSP00000341551	9606.ENSP00000238558	0	0	0	0	0	0.200	0.900	0	0.916
RBBP7	TFDP1	1857150	1856285	9606.ENSP00000369424	9606.ENSP00000364519	0	0	0	0	0.158	0.088	0.900	0	0.916
UBA52	TGFBR1	1859324	1856216	9606.ENSP00000388107	9606.ENSP00000364133	0	0	0	0	0	0.200	0.900	0	0.916
UBA52	SMAD4	1859324	1852473	9606.ENSP00000388107	9606.ENSP00000341551	0	0	0	0	0	0.200	0.900	0	0.916
SMAD3	GSC	1851536	1843487	9606.ENSP00000332973	9606.ENSP00000238558	0	0	0	0	0	0.200	0.900	0	0.916
TFDP1	RBBP4	1856285	1855919	9606.ENSP00000364519	9606.ENSP00000362592	0	0	0	0	0.158	0.088	0.900	0	0.916
TFDP2	RBBP4	1861493	1855919	9606.ENSP00000420616	9606.ENSP00000362592	0	0	0	0	0.158	0.088	0.900	0	0.916
ETS2	CREBBP	1853968	1845124	9606.ENSP00000353344	9606.ENSP00000262367	0	0	0	0	0	0.916	0	0	0.916
HDAC1	MYOD1	1855935	1843984	9606.ENSP00000362649	9606.ENSP00000250003	0	0	0	0	0	0.916	0	0	0.916
RGS6	GNAT3	1862736	1858594	9606.ENSP00000451030	9606.ENSP00000381339	0	0	0	0	0	0.190	0.900	0	0.915
VAV1	EZH2	1864873	1850211	9606.ENSP00000472929	9606.ENSP00000320147	0	0	0	0	0	0.915	0	0	0.915
ABL1	MAPK1	1855665	1842512	9606.ENSP00000361423	9606.ENSP00000215832	0	0	0	0.641	0	0.194	0.900	0	0.915
RGS14	GNAT3	1859140	1858594	9606.ENSP00000386229	9606.ENSP00000381339	0	0	0	0	0	0.190	0.900	0	0.915
HCK	MAPK11	1856392	1851615	9606.ENSP00000365012	9606.ENSP00000333685	0	0	0	0.655	0	0.194	0.900	0	0.915
SP1	CEBPB	1851138	1848728	9606.ENSP00000329357	9606.ENSP00000305422	0	0	0	0	0	0.915	0	0	0.915
MDM2	NPM1	1861282	1847808	9606.ENSP00000417281	9606.ENSP00000296930	0	0	0	0	0	0.915	0	0	0.915
CDKN1A	ESR1	1843736	1842435	9606.ENSP00000244741	9606.ENSP00000206249	0	0	0	0	0	0.915	0	0	0.915
HCK	MAPK14	1856392	1843222	9606.ENSP00000365012	9606.ENSP00000229794	0	0	0	0.661	0	0.194	0.900	0	0.915
RGS6	GNAI3	1862736	1855121	9606.ENSP00000451030	9606.ENSP00000358867	0	0	0	0	0	0.190	0.900	0	0.915
FGR	MAPK14	1856028	1843222	9606.ENSP00000363115	9606.ENSP00000229794	0	0	0	0.656	0	0.194	0.900	0	0.915
MDM2	FOXO4	1861282	1856074	9606.ENSP00000417281	9606.ENSP00000363377	0	0	0	0	0	0.915	0	0	0.915
RGS4	GNAT3	1859995	1858594	9606.ENSP00000397181	9606.ENSP00000381339	0	0	0	0	0	0.190	0.900	0	0.915
FGR	MAPK11	1856028	1851615	9606.ENSP00000363115	9606.ENSP00000333685	0	0	0	0.651	0	0.194	0.900	0	0.915
EZH2	SNAI1	1850211	1843697	9606.ENSP00000320147	9606.ENSP00000244050	0	0	0	0	0	0.915	0	0	0.915
FOXO1	ESR1	1857055	1842435	9606.ENSP00000368880	9606.ENSP00000206249	0	0	0	0	0	0.915	0	0	0.915
ETS1	EP300	1858032	1845316	9606.ENSP00000376436	9606.ENSP00000263253	0	0	0	0	0	0.915	0	0	0.915
ABL1	MAPK11	1855665	1851615	9606.ENSP00000361423	9606.ENSP00000333685	0	0	0	0.648	0	0.194	0.900	0	0.915
JAK2	MAPK1	1857411	1842512	9606.ENSP00000371067	9606.ENSP00000215832	0	0	0	0.653	0	0.194	0.900	0	0.915
RPS27A	WWP1	1846244	1845749	9606.ENSP00000272317	9606.ENSP00000265428	0	0	0	0	0	0.187	0.900	0	0.915
RGS4	GNAI3	1859995	1855121	9606.ENSP00000397181	9606.ENSP00000358867	0	0	0	0	0	0.190	0.900	0	0.915
ABL1	MAPK14	1855665	1843222	9606.ENSP00000361423	9606.ENSP00000229794	0	0	0	0.665	0	0.194	0.900	0	0.915
ITCH	RPS27A	1856193	1846244	9606.ENSP00000363998	9606.ENSP00000272317	0	0	0	0	0	0.187	0.900	0	0.915
SMAD4	MYOD1	1852473	1843984	9606.ENSP00000341551	9606.ENSP00000250003	0	0	0	0	0	0.178	0.900	0	0.914
CCND3	E2F1	1855798	1852951	9606.ENSP00000362082	9606.ENSP00000345571	0	0	0	0	0	0.184	0.900	0	0.914
E2F5	CCND1	1860048	1843117	9606.ENSP00000398124	9606.ENSP00000227507	0	0	0	0	0	0.184	0.900	0	0.914
UBC	NUP153	1852861	1845057	9606.ENSP00000344818	9606.ENSP00000262077	0	0	0	0	0	0.913	0	0	0.914
E2F1	CCND2	1852951	1844875	9606.ENSP00000345571	9606.ENSP00000261254	0	0	0	0	0	0.184	0.900	0	0.914
E2F1	CCND1	1852951	1843117	9606.ENSP00000345571	9606.ENSP00000227507	0	0	0	0	0	0.184	0.900	0	0.914
E2F4	CCND1	1857021	1843117	9606.ENSP00000368686	9606.ENSP00000227507	0	0	0	0	0	0.184	0.900	0	0.914
RNF111	SKIL	1847116	1844666	9606.ENSP00000288199	9606.ENSP00000259119	0	0	0	0	0	0.914	0	0	0.913
STUB1	ESR1	1842759	1842435	9606.ENSP00000219548	9606.ENSP00000206249	0	0	0	0	0	0.914	0	0	0.913
SKI	RNF111	1856887	1847116	9606.ENSP00000367797	9606.ENSP00000288199	0	0	0	0	0	0.914	0	0	0.913
HDAC2	SNAI1	1861837	1843697	9606.ENSP00000430432	9606.ENSP00000244050	0	0	0	0	0	0.913	0	0	0.913
MYC	CDK2	1856789	1845906	9606.ENSP00000367207	9606.ENSP00000266970	0	0	0	0	0	0.167	0.900	0	0.913
TP53	NR3C1	1846083	1843294	9606.ENSP00000269305	9606.ENSP00000231509	0	0	0	0	0	0.914	0	0	0.913
UBA52	ERBB2IP	1859324	1857307	9606.ENSP00000388107	9606.ENSP00000370330	0	0	0	0	0	0.161	0.900	0	0.912
E2F4	RBBP4	1857021	1855919	9606.ENSP00000368686	9606.ENSP00000362592	0	0	0	0	0.083	0.111	0.900	0	0.911
FOS	NR3C1	1848822	1843294	9606.ENSP00000306245	9606.ENSP00000231509	0	0	0	0	0	0.149	0.900	0	0.911
TFDP2	CDK2	1861493	1845906	9606.ENSP00000420616	9606.ENSP00000266970	0	0	0	0	0.093	0.102	0.900	0	0.911
ETS2	MAPK14	1853968	1843222	9606.ENSP00000353344	9606.ENSP00000229794	0	0	0	0	0	0.149	0.900	0	0.911
ADCY5	GNB1	1861410	1856899	9606.ENSP00000419361	9606.ENSP00000367869	0	0	0	0	0	0.149	0.900	0	0.911
TFDP2	CDC25A	1861493	1848560	9606.ENSP00000420616	9606.ENSP00000303706	0	0	0	0	0	0.151	0.900	0	0.911
RPS27A	STUB1	1846244	1842759	9606.ENSP00000272317	9606.ENSP00000219548	0	0	0	0	0	0.149	0.900	0	0.911
SMAD4	MAPK1	1852473	1842512	9606.ENSP00000341551	9606.ENSP00000215832	0	0	0	0	0	0.576	0.800	0	0.911
EP300	TGFB1	1845316	1842869	9606.ENSP00000263253	9606.ENSP00000221930	0	0	0	0	0	0.149	0.900	0	0.911
SMAD3	TP53	1851536	1846083	9606.ENSP00000332973	9606.ENSP00000269305	0	0	0	0	0	0.911	0	0	0.911
ENG	TGFB1	1855851	1842869	9606.ENSP00000362299	9606.ENSP00000221930	0	0	0	0	0	0.912	0	0	0.911
E2F5	RBBP4	1860048	1855919	9606.ENSP00000398124	9606.ENSP00000362592	0	0	0	0	0.083	0.111	0.900	0	0.911
ACVR1B	NODAL	1862229	1847052	9606.ENSP00000442656	9606.ENSP00000287139	0	0	0	0	0	0.149	0.900	0	0.911
SIN3A	CREBBP	1854005	1845124	9606.ENSP00000353622	9606.ENSP00000262367	0	0	0	0	0	0.150	0.900	0	0.911
CREBBP	TGFB1	1845124	1842869	9606.ENSP00000262367	9606.ENSP00000221930	0	0	0	0	0	0.149	0.900	0	0.911
CDKN2A	MAPK11	1859838	1851615	9606.ENSP00000394932	9606.ENSP00000333685	0	0	0	0	0	0.149	0.900	0	0.911
TFDP1	CDK4	1856285	1844551	9606.ENSP00000364519	9606.ENSP00000257904	0	0	0	0	0.094	0.102	0.900	0	0.911
ACVR2B	TDGF1	1852317	1847689	9606.ENSP00000340361	9606.ENSP00000296145	0	0	0	0	0	0.149	0.900	0	0.911
TFDP1	CDC25A	1856285	1848560	9606.ENSP00000364519	9606.ENSP00000303706	0	0	0	0	0	0.151	0.900	0	0.911
SMAD4	SNAI1	1852473	1843697	9606.ENSP00000341551	9606.ENSP00000244050	0	0	0	0	0	0.149	0.900	0	0.911
FOXO3	MAPK1	1852227	1842512	9606.ENSP00000339527	9606.ENSP00000215832	0	0	0	0	0	0.576	0.800	0	0.911
CDKN2A	MAPK14	1859838	1843222	9606.ENSP00000394932	9606.ENSP00000229794	0	0	0	0	0	0.149	0.900	0	0.911
MYC	TP53	1856789	1846083	9606.ENSP00000367207	9606.ENSP00000269305	0	0	0	0	0	0.150	0.900	0	0.911
NODAL	ACVR1C	1847052	1843668	9606.ENSP00000287139	9606.ENSP00000243349	0	0	0	0	0	0.149	0.900	0	0.911
JAK2	PRKACB	1857411	1855328	9606.ENSP00000371067	9606.ENSP00000359719	0	0	0	0.637	0.090	0.098	0.900	0	0.910
TFDP1	HDAC1	1856285	1855935	9606.ENSP00000364519	9606.ENSP00000362649	0	0	0	0	0.077	0.104	0.900	0	0.910
JAK2	PRKACG	1857411	1856652	9606.ENSP00000371067	9606.ENSP00000366488	0	0	0	0.650	0.090	0.098	0.900	0	0.910
CDK2	CDK4	1845906	1844551	9606.ENSP00000266970	9606.ENSP00000257904	0	0	0.524	0.922	0	0.109	0.900	0	0.910
MYC	HSPD1	1856789	1852284	9606.ENSP00000367207	9606.ENSP00000340019	0	0	0	0	0	0.143	0.900	0	0.910
TFDP2	HDAC1	1861493	1855935	9606.ENSP00000420616	9606.ENSP00000362649	0	0	0	0	0.077	0.099	0.900	0	0.909
HDAC1	NR3C1	1855935	1843294	9606.ENSP00000362649	9606.ENSP00000231509	0	0	0	0	0	0.909	0	0	0.909
SMAD3	ACVR2A	1851536	1843596	9606.ENSP00000332973	9606.ENSP00000241416	0	0	0	0	0.131	0	0.900	0	0.909
SMAD2	ACVR2A	1845079	1843596	9606.ENSP00000262160	9606.ENSP00000241416	0	0	0	0	0.131	0	0.900	0	0.909
CBX6	EZH2	1858948	1850211	9606.ENSP00000384490	9606.ENSP00000320147	0	0	0	0	0	0.137	0.900	0	0.909
ACVR2B	SMAD3	1852317	1851536	9606.ENSP00000340361	9606.ENSP00000332973	0	0	0	0	0.131	0	0.900	0	0.909
SMAD4	NODAL	1852473	1847052	9606.ENSP00000341551	9606.ENSP00000287139	0	0	0	0	0	0.119	0.900	0	0.908
NODAL	SMAD2	1847052	1845079	9606.ENSP00000287139	9606.ENSP00000262160	0	0	0	0	0	0.119	0.900	0	0.908
TGFB2	SMAD4	1854475	1852473	9606.ENSP00000355896	9606.ENSP00000341551	0	0	0	0	0	0.119	0.900	0	0.908
UBA52	CDK2	1859324	1845906	9606.ENSP00000388107	9606.ENSP00000266970	0	0	0	0	0	0.125	0.900	0	0.908
SMAD3	TGFB3	1851536	1843496	9606.ENSP00000332973	9606.ENSP00000238682	0	0	0	0	0	0.119	0.900	0	0.908
SMAD4	TGFB1	1852473	1842869	9606.ENSP00000341551	9606.ENSP00000221930	0	0	0	0	0	0.119	0.900	0	0.908
SMAD2	TGFB3	1845079	1843496	9606.ENSP00000262160	9606.ENSP00000238682	0	0	0	0	0	0.119	0.900	0	0.908
TFDP2	CDK4	1861493	1844551	9606.ENSP00000420616	9606.ENSP00000257904	0	0	0	0	0.064	0.102	0.900	0	0.908
SMAD3	NODAL	1851536	1847052	9606.ENSP00000332973	9606.ENSP00000287139	0	0	0	0	0	0.119	0.900	0	0.908
TGFB2	SMAD3	1854475	1851536	9606.ENSP00000355896	9606.ENSP00000332973	0	0	0	0	0	0.119	0.900	0	0.908
TGFB2	SMAD2	1854475	1845079	9606.ENSP00000355896	9606.ENSP00000262160	0	0	0	0	0	0.119	0.900	0	0.908
SMAD4	TGFB3	1852473	1843496	9606.ENSP00000341551	9606.ENSP00000238682	0	0	0	0	0	0.119	0.900	0	0.908
TDGF1	ACVR2A	1847689	1843596	9606.ENSP00000296145	9606.ENSP00000241416	0	0	0	0	0	0.109	0.900	0	0.907
RBBP7	E2F1	1857150	1852951	9606.ENSP00000369424	9606.ENSP00000345571	0	0	0	0	0	0.111	0.900	0	0.907
RPS27A	SMAD7	1846244	1845078	9606.ENSP00000272317	9606.ENSP00000262158	0	0	0	0	0	0.111	0.900	0	0.907
ETS2	UBC	1853968	1852861	9606.ENSP00000353344	9606.ENSP00000344818	0	0	0	0	0	0.908	0	0	0.907
NEDD4L	SMAD4	1858810	1852473	9606.ENSP00000383199	9606.ENSP00000341551	0	0	0	0	0	0.116	0.900	0	0.907
CDKN2A	ABL1	1859838	1855665	9606.ENSP00000394932	9606.ENSP00000361423	0	0	0	0	0	0.110	0.900	0	0.907
SIN3B	SIN3A	1857097	1854005	9606.ENSP00000369131	9606.ENSP00000353622	0	0	0	0.939	0	0.109	0.900	0	0.907
SMAD3	WWP1	1851536	1845749	9606.ENSP00000332973	9606.ENSP00000265428	0	0	0	0	0	0.907	0	0	0.907
SMAD3	SNAI1	1851536	1843697	9606.ENSP00000332973	9606.ENSP00000244050	0	0	0	0	0	0.109	0.900	0	0.907
UBA52	CDC25A	1859324	1848560	9606.ENSP00000388107	9606.ENSP00000303706	0	0	0	0	0	0.099	0.900	0	0.906
JUN	CTNNB1	1855436	1852818	9606.ENSP00000360266	9606.ENSP00000344456	0	0	0	0	0	0.105	0.900	0	0.906
